date,district,GAM Prevalence,next_prevalence,prevalence_diff,total population
2019-01-01,Caynabo,0.3464523514753054,0.3738642018133994,0.027411850338094,180335.6358725136
2019-01-01,Galdogob,0.4017369795363936,0.3845598383707495,-0.0171771411656441,207773.35359388735
2019-01-01,Qandala,0.4847031486728068,0.4662120199606611,-0.0184911287121457,20213.16157712225
2019-01-01,Qansax Dheere,0.4706401766004414,0.5490683229813664,0.078428146380925,66458.64225526834
2019-01-01,Qardho,0.4087521426316601,0.3450721294564353,-0.0636800131752248,78010.51320069526
2019-01-01,Qoryooley,0.4388574958395,0.4647070601850455,0.0258495643455454,148587.5543244151
2019-01-01,Saakow,0.3836149906890133,0.4181286549707602,0.0345136642817469,59940.06305790711
2019-01-01,Saakow/Salagle,0.3014139973234372,0.5116476181559747,0.2102336208325375,35879.125006250986
2019-01-01,Sablaale,0.4365207106198354,0.4578215216645919,0.0213008110447565,183232.62183404109
2019-01-01,Owdweyne,0.2072939133886237,0.3310823852137992,0.1237884718251754,61428.001628669226
2019-01-01,Sheikh,0.2526659184696406,0.311807882954238,0.0591419644845974,156219.50041752722
2019-01-01,Tayeeglow,0.4731941786256158,0.5481180166869125,0.0749238380612967,377472.8691812072
2019-01-01,Waajid,0.4792888339084379,0.5458546307673043,0.0665657968588664,72579.72676632993
2019-01-01,Wanla Weyn,0.4417324945420314,0.4732566779470763,0.0315241834050449,69851.37649863526
2019-01-01,Xarardheere,0.3440937497588239,0.2395519799571875,-0.1045417698016364,74372.89046628447
2019-01-01,Xudun,0.3499931256730363,0.3752507299375622,0.0252576042645258,33447.63645086472
2019-01-01,Xudur,0.48161201917032,0.5457788588250408,0.0641668396547208,59091.89022487178
2019-01-01,Eyl,0.3843661195946408,0.389948051145162,0.0055819315505212,68592.70274749439
2019-01-01,Taleex,0.3787844823934796,0.3972102948995347,0.018425812506055,209903.80300784105
2019-01-01,Marka,0.4356751207813825,0.4539589601919299,0.0182838394105473,113788.8006486762
2019-01-01,Zeylac,0.2939877424871059,0.2649276406311697,-0.0290601018559362,195780.6408246796
2019-01-01,Lughaye,0.2962807470311721,0.2659179435275348,-0.0303628035036372,252496.8009464263
2019-01-01,Luuq,0.4097136186539254,0.500413842160481,0.0907002235065556,46900.80320994161
2019-01-01,Garbahaarey,0.3582420806274685,0.5554649634831142,0.1972228828556457,226940.32672941327
2019-01-01,Garoowe,0.3790731071095702,0.3712592237262992,-0.0078138833832709,53456.811257261375
2019-01-01,Gebiley,0.195572345649635,0.2418992297764819,0.0463268841268469,33133.18631057008
2019-01-01,Hargeysa,0.1951645146346709,0.2213906679944643,0.0262261533597933,498248.650657556
2019-01-01,Hobyo,0.3520726565695597,0.3487584354785739,-0.0033142210909858,98772.9922216596
2019-01-01,Iskushuban,0.4239158201206688,0.4394605539382136,0.0155447338175447,87385.56574216185
2019-01-01,Jalalaqsi,0.4698845151234747,0.5921047430628529,0.1222202279393782,71386.5516097911
2019-01-01,Gaalkacyo,0.3939217335250711,0.3602422105460542,-0.0336795229790168,179997.20297721773
2019-01-01,Jariiban,0.3547174345570384,0.3501107168133883,-0.0046067177436501,97440.90188899483
2019-01-01,Jilib,0.3157056116630282,0.5113327705575001,0.1956271588944719,1044086.4877006176
2019-01-01,Jowhar,0.4361091139158288,0.4607258650079849,0.0246167510921561,37859.154953401936
2019-01-01,Kismaayo,0.3096236699207461,0.412029161025459,0.1024054911047129,262835.8188681545
2019-01-01,Kurtunwaarey,0.4391758387432182,0.4656396293608185,0.0264637906176002,180756.29518407176
2019-01-01,Laas Caanood,0.3237610476395274,0.3366077651757097,0.0128467175361822,122284.68350495162
2019-01-01,Laasqoray,0.3817815509494871,0.3657972542777379,-0.0159842966717492,41293.78545781948
2019-01-01,Jamaame,0.3149404261361454,0.532680040708361,0.2177396145722155,26612.36163714786
2019-01-01,Laasqoray/Badhan,0.4904449978933187,0.4782702779729368,-0.0121747199203818,99262.17263864214
2019-07-01,Laasqoray/Badhan,0.4782702779729368,,,211434.1247319937
2019-07-01,Laasqoray,0.3657972542777379,0.4164773384659096,0.0506800841881717,1650228.0
2019-07-01,Laas Caanood,0.3366077651757097,0.3761680108430838,0.0395602456673741,14286.58526534636
2019-07-01,Kurtunwaarey,0.4656396293608185,0.4452618351340643,-0.0203777942267541,71451.00452711528
2019-07-01,Kismaayo,0.412029161025459,0.3769676308818636,-0.0350615301435954,271288.5935653316
2019-07-01,Jowhar,0.4607258650079849,0.4462076309782391,-0.0145182340297457,178680.20288903484
2019-07-01,Jamaame,0.532680040708361,0.4403832811966767,-0.0922967595116842,222898.05826843024
2019-07-01,Jariiban,0.3501107168133883,0.4090915108402051,0.0589807940268168,34312.847078664454
2019-07-01,Lughaye,0.2659179435275348,0.3084001655970627,0.0424822220695279,80263.42747402092
2019-07-01,Jalalaqsi,0.5921047430628529,0.4735042553650304,-0.1186004876978225,178810.11668822702
2019-07-01,Iskushuban,0.4394605539382136,0.3383899894950222,-0.1010705644431914,397759.659833392
2019-07-01,Hobyo,0.3487584354785739,0.3706782212839118,0.0219197858053379,474784.6404434893
